,game_id,date,home,home_goals,away,away_goals,hoa,result,result_bool,Game,Team,TOI,CF_avg,CA_avg,CF%_avg,FF_avg,FA_avg,FF%_avg,SF_avg,SA_avg,SF%_avg,GF_avg,GA_avg,GF%_avg,xGF_avg,xGA_avg,xGF%_avg,SCF_avg,SCA_avg,SCF%_avg,HDCF_avg,HDCA_avg,HDCF%_avg,HDSF_avg,HDSA_avg,HDSF%_avg,HDGF_avg,HDGA_avg,HDGF%_avg,HDSH%_avg,HDSV%_avg,MDCF_avg,MDCA_avg,MDCF%_avg,MDSF_avg,MDSA_avg,MDSF%_avg,MDGF_avg,MDGA_avg,MDGF%_avg,MDSH%_avg,MDSV%_avg,LDCF_avg,LDCA_avg,LDCF%_avg,LDSF_avg,LDSA_avg,LDSF%_avg,LDGF_avg,LDGA_avg,LDGF%_avg,LDSH%_avg,LDSV%_avg,SH%_avg,SV%_avg,PDO_avg,blocks_avg
546,2016020547,2016-12-30,Sharks,2,Flyers,0,H,H_reg,1,"2016-12-30 - Flyers 0, Sharks 2",San Jose Sharks,60.0,-0.2640926640926651,-0.8347490347490378,0.2634826254826308,-0.7343629343629345,-0.9382239382239348,0.28712741312740064,-0.20154440154439968,-2.271042471042474,1.7540231660231598,-0.4316602316602318,-0.7999999999999998,3.838911196911198,0.4123397683397676,0.07768339768339771,3.954509652509657,4.800772200772201,1.313513513513513,3.942756756756765,2.946718146718146,1.3119691119691126,4.527634822730242,2.473359073359074,0.9003861003861005,6.019837613547146,-0.030888030888030826,-0.5359073359073361,12.0106640926641,-3.966581798399755,10.404902666114637,1.854054054054055,0.001544401544402163,2.7264633204633313,0.6023166023166029,-0.4308880308880312,3.5697220077219924,-0.1374517374517375,-0.12509652509652514,0.1797992277992222,-3.3720540540540522,3.455042471042475,-3.3938223938223935,-1.7606177606177624,-1.8447799227799138,-2.6841698841698847,-2.827799227799229,0.17177606177605753,-0.3235521235521236,-0.16911196911196913,-0.19626254826254552,-0.7800617760617756,1.3071428571428498,-1.2018841698841705,2.714007722007736,0.015169111969112192,0.10347490347490407
547,2016020548,2016-12-31,Bruins,3,Sabres,1,H,H_reg,1,"2016-12-31 - Sabres 1, Bruins 3",Boston Bruins,60.0,10.254135338345868,-5.7631578947368425,6.8373383458646515,7.133834586466172,-6.368421052631582,7.664699248120286,4.428571428571427,-5.534586466165415,7.840360902255632,0.1969924812030075,-0.23609022556390968,8.839616541353365,0.31737593984962453,-0.3889022556390973,6.41862406015035,4.390977443609021,-1.52105263157895,5.597992481203036,-0.36390977443608996,-1.370676691729324,2.2561654135338287,-0.7646616541353373,-0.7872180451127821,1.5379999999999825,0.003759398496240518,-0.45338345864661656,15.118142857142864,-1.9238195488721814,5.6193157894736885,4.754887218045113,-0.15037593984962427,7.398984962406033,2.859398496240601,-0.8428571428571425,11.138030075187956,0.03157894736842104,0.19172932330827075,-1.3160526315789554,-4.96272932330827,-6.687541353383452,5.8624060150375925,-3.4759398496240586,8.316203007518808,2.3917293233082706,-4.319548872180452,11.800992481203004,0.22105263157894733,-0.0007518796992481147,8.126654135338349,1.1635789473684208,-0.38693984962404215,-0.8407593984962407,-0.9030751879698755,-0.01748421052631577,0.6052631578947363
548,2016020549,2016-12-31,Devils,2,Capitals,6,H,A_reg,0,"2016-12-31 - Capitals 6, Devils 2",New Jersey Devils,60.0,-9.024509803921568,4.687908496732028,-6.022614379084963,-5.599673202614383,3.7745098039215677,-5.302614379084957,-2.8774509803921546,3.7075163398692794,-5.323725490196075,-0.3970588235294117,0.8562091503267975,-11.896830065359488,-0.3431535947712421,-0.0019444444444447484,-3.210833333333305,-4.782679738562091,1.0228758169934622,-5.999117647058831,-0.8758169934640527,-0.9379084967320264,0.8171894746833814,-0.3366013071895422,-0.23692810457516345,0.8606699278604708,-0.1584967320261439,-0.0490196078431373,-7.178349673202604,-1.034576772936937,-2.528903619219932,-3.9068627450980404,1.9607843137254903,-10.811911764705876,-1.3774509803921573,1.799019607843137,-11.452369281045748,-0.06372549019607843,0.5032679738562091,-14.616209150326803,2.456813725490197,-4.772875816993462,-3.4640522875816977,4.374183006535947,-7.113088235294121,-0.9803921568627452,2.4591503267973867,-6.2985784313725475,-0.14379084967320266,0.37581699346405234,-15.22885620915033,-1.3110130718954247,-2.115081699346419,-0.3216993464052287,-1.8756045751633792,-0.02194934640522861,0.9133986928104569
549,2016020550,2016-12-31,Wild,2,Blue Jackets,4,H,A_reg,0,"2016-12-31 - Blue Jackets 4, Wild 2",Minnesota Wild,60.0,-0.9663865546218489,0.823529411764703,-0.5381428571428586,-1.085714285714289,0.3344537815126003,-0.4455798319327755,-0.7226890756302495,0.5705882352941174,-1.0386554621848703,-0.2983193277310927,-0.0588235294117645,-0.2628739495798271,-0.09195798319327686,-0.39652941176470646,3.611260504201681,-2.9445378151260506,-3.4823529411764724,1.7823865546218514,-2.101680672268907,-2.3537815126050425,3.395208863628433,-1.6109243697478997,-1.0285714285714285,0.5391847519090618,0.12100840336134455,-0.08907563025210097,9.217966386554615,5.874971028311574,0.4802558624447215,-0.8428571428571434,-1.1285714285714281,0.6502436974789987,-0.3907563025210088,0.20000000000000018,-2.3228487394957895,-0.2226890756302521,0.12857142857142856,-10.236697478991601,-3.05031092436975,-2.2426050420168195,1.8478991596638643,3.617647058823529,-1.6078655462185125,1.5352941176470587,1.5714285714285712,-0.6586134453781511,-0.22352941176470587,-0.06890756302521006,1.512798319327736,-1.6236470588235274,1.2081008403361437,-0.08403361344537963,0.5259075630252283,0.004364705882352826,0.4890756302521009
550,2016020551,2016-12-31,Lightning,3,Hurricanes,1,H,H_reg,1,"2016-12-31 - Hurricanes 1, Lightning 3",Tampa Bay Lightning,60.0,-3.216988416988414,0.1305019305019286,-1.4802239382239435,-0.22625482625482363,1.401544401544406,-0.8229806949806928,0.0,2.5938223938223928,-1.978169884169894,0.21081081081081088,0.1567567567567565,-4.460988416988407,-0.04227027027027086,0.09633204633204562,-0.7828108108108225,0.049420849420851454,0.7884169884169872,-2.504471042471046,-0.5760617760617759,0.19536679536679458,-0.795531328601875,-0.19613899613899655,0.7011583011583014,-0.6867878818949364,0.026254826254826336,-0.1806949806949807,-1.6278764478764458,0.009024793229272632,2.055353585149078,0.6254826254826256,0.5930501930501926,-2.0565945945945785,0.48571428571428577,1.7590733590733585,-7.975745173745182,0.09652509652509655,0.23938223938223946,-14.46579922779923,-1.6029189189189204,-0.7214926908287538,-0.8934362934362916,0.7127413127413149,-1.6794517374517284,-0.11583011583011604,0.20849420849420852,-0.39390733590732907,0.11660231660231662,0.018532818532818518,1.2323938223938242,1.4937606177606175,-0.8426949806949722,0.5508957528957534,0.023351351351337257,0.005658687258687789,-1.2710424710424704
551,2016020552,2016-12-31,Penguins,4,Canadiens,3,H,H_reg,1,"2016-12-31 - Canadiens 3, Penguins 4",Pittsburgh Penguins,61.9,2.2867867867867915,3.62012012012012,-0.6126051051051107,3.553303303303302,2.7012012012012008,0.23796546546545727,4.120870870870867,3.0420420420420413,0.5529429429429555,0.4046546546546548,0.5337837837837838,-4.9555555555555415,0.4960735735735722,0.2437912912912914,1.3757882882883052,4.741741741741741,2.2875375375375384,2.302447447447449,1.2702702702702702,0.28303303303303196,1.4407819022341641,1.9872372372372382,0.7912912912912917,2.0209760881213157,0.20120120120120122,0.43168168168168175,-8.452620120120116,-2.74096436835838,-5.283349041061015,3.4714714714714727,2.0045045045045047,2.2121096096096124,2.9512012012012008,1.845345345345346,2.873123123123129,0.3558558558558559,-0.07282282282282282,0.922169669669664,-0.11668168168168158,2.956036036036025,-1.1021021021021014,0.4271771771771782,-2.200623123123137,-1.0653153153153152,-0.07807807807807876,-2.3228828828828654,-0.12387387387387389,0.03978978978978975,0.8885735735735807,-0.053213213213214594,0.2890390390390394,-0.18243993993993968,-0.7743768768768717,-0.009513513513513594,0.9189189189189193
552,2016020553,2016-12-31,Jets,2,Islanders,6,H,A_reg,0,"2016-12-31 - Islanders 6, Jets 2",Winnipeg Jets,60.0,-2.8646616541353396,-10.869172932330827,2.8519323308270685,-1.5578947368421012,-6.000751879699244,1.9361353383458635,-1.4969924812030087,-3.046616541353387,0.7314962406014871,-0.16616541353383463,-0.21954887218045105,0.8842255639097729,-0.055360902255638056,-0.49290225563909784,3.49436090225565,-3.1812030075188,-8.075939849624056,3.9130827067669216,-1.5819548872180462,-3.645112781954886,5.07970676691729,-1.492481203007518,-2.2375939849624062,3.8165639097744375,0.012030075187970057,-0.31729323308270674,7.274872180451119,2.4461879699248144,-2.328676691729328,-1.5992481203007536,-4.430827067669171,3.8170375939849777,-0.9112781954887215,-1.6127819548872182,0.5865714285714461,-0.07819548872180448,0.23984962406015042,-12.412368421052633,-0.25559398496240426,-5.4123007518796555,1.5496240601503786,-2.9661654135338367,4.288105263157895,1.8315789473684205,0.5781954887218035,2.3839398496240705,0.01428571428571429,-0.10451127819548867,-1.184218045112786,-0.8431729323308281,0.7456165413533711,0.17102255639097663,-0.5473082706766661,-0.003688721804511186,-4.868421052631579
553,2016020554,2016-12-31,Stars,1,Panthers,3,H,A_reg,0,"2016-12-31 - Panthers 3, Stars 1",Dallas Stars,60.0,-1.1081081081081052,7.837837837837839,-4.08513513513514,-1.7027027027027017,2.513513513513516,-2.4370270270270282,-2.4594594594594597,-0.8378378378378386,-1.0999999999999943,0.2702702702702706,0.3243243243243241,-0.015675675675687728,0.16432432432432442,0.4167567567567576,-2.493783783783769,3.1621621621621614,3.675675675675677,-0.14891891891892328,1.7567567567567561,1.2432432432432439,1.1983761354715554,0.513513513513514,0.6756756756756763,0.288648424357973,0.3513513513513512,0.5405405405405406,-3.693783783783786,4.844514726696774,-6.819135943923982,1.4054054054054053,2.4324324324324333,-1.1643243243243049,-0.2702702702702702,-0.5675675675675675,2.986486486486484,-0.08108108108108103,-0.10810810810810811,7.657567567567568,-0.25297297297297483,3.9606231078328733,-3.540540540540544,2.9459459459459474,-6.154864864864862,-2.513513513513514,-1.135135135135135,-2.5062162162162096,-0.08108108108108109,-0.16216216216216217,5.18027027027027,-0.07108108108108091,-0.29540540540541826,1.8105405405405417,-1.5067567567567295,0.003135135135134526,5.324324324324323
554,2016020555,2016-12-31,Avalanche,2,Rangers,6,H,A_reg,0,"2016-12-31 - Rangers 6, Avalanche 2",Colorado Avalanche,60.0,-2.4353383458646576,1.3203007518796994,-1.7172481203007663,-2.115037593984958,2.9571428571428555,-2.9769398496240527,-0.6571428571428584,3.0729323308270686,-3.3145187969924805,-1.2849624060150378,0.8120300751879697,-19.883488721804504,-0.7219172932330813,0.06905263157894748,-7.203999999999979,-6.360150375939849,-1.8796992481202999,-4.749578947368448,-4.953383458646616,-1.3548872180451141,-9.064667987395886,-3.1353383458646613,-1.011278195488722,-7.615947249867418,-0.9338345864661652,0.33909774436090223,-22.95399248120301,-5.734001931262071,-5.571140925880783,-1.4067669172932327,-0.5248120300751893,-1.1074661654135483,-0.1308270676691734,0.5654135338345858,-1.8710977443608954,-0.2819548872180451,0.37293233082706767,-16.416127819548876,-4.4343984962406005,-2.42811278195488,3.216541353383459,3.1390977443608996,0.6451503759398491,2.851879699248121,3.828571428571429,-1.7745338345864567,0.033834586466165384,0.09548872180451123,-3.120308270676695,-0.8266466165413529,-0.01271428571429567,-4.464233082706765,-1.8086917293233284,-0.0626436090225565,-1.6368421052631579
555,2016020556,2016-12-31,Flames,4,Coyotes,2,H,H_reg,1,"2016-12-31 - Coyotes 2, Flames 4",Calgary Flames,60.0,-0.757309941520468,-8.470760233918128,3.455394736842095,-0.9985380116959064,-7.456140350877192,3.6586549707602387,-0.2149122807017534,-5.612573099415201,4.183230994152048,0.4663742690058479,-0.38011695906432763,10.067807017543878,0.09554093567251476,-0.25179824561403574,3.7402485380116914,0.7251461988304087,-4.383040935672515,4.856769005847951,0.030701754385965785,-2.5994152046783636,5.730889507655732,0.22222222222222232,-1.4839181286549703,6.716768775326983,0.2280701754385963,0.3114035087719298,6.350833333333327,2.8020359189744894,-5.81095404762948,0.6944444444444446,-1.783625730994153,5.012456140350871,0.8947368421052628,-1.0804093567251467,7.026461988304106,0.23830409356725146,-0.4444444444444444,16.201359649122807,0.9668128654970758,3.7439766081871397,0.36695906432748515,-3.0380116959064303,3.1511549707602455,-0.0014619883040936088,-2.7733918128654977,4.5144590643274825,0.0,-0.27192982456140347,8.577090643274857,0.48475146198830377,0.9776023391812885,1.6460380116959037,-0.12688596491226178,0.015261695906433337,-1.014619883040936
556,2016020557,2016-12-31,Oilers,2,Canucks,3,H,A_SO,0,"2016-12-31 - Canucks 3, Oilers 2",Edmonton Oilers,65.0,7.108108108108105,1.3243243243243228,2.492432432432423,5.216216216216218,-0.8378378378378386,3.4148648648648816,3.5945945945945965,-0.18918918918918948,3.119459459459449,0.4864864864864864,-0.40540540540540526,11.021081081081086,0.498108108108108,-0.1162162162162157,4.9440540540540425,3.5405405405405403,-1.2702702702702702,3.3932432432432407,2.4594594594594597,-0.10810810810810878,5.248379499831792,1.8648648648648658,-0.43243243243243157,5.565675787821029,0.29729729729729737,-0.2432432432432432,4.892702702702692,0.3194860820920553,0.9053787827728002,1.0810810810810807,-1.1621621621621614,3.280810810810813,1.5945945945945947,-0.24324324324324387,6.2662162162162005,0.05405405405405406,-0.10810810810810811,10.135135135135137,1.0085660813563049,0.930000000000021,3.405405405405407,1.1351351351351333,1.9627027027027069,0.5675675675675667,0.5675675675675667,-0.7991891891891854,0.10810810810810811,-0.02702702702702703,3.1081081081081052,0.11027027027027048,0.1591891891891919,0.8518918918918921,1.2627027027027111,0.021243243243243892,2.162162162162163
557,2016020558,2016-12-31,Kings,3,Sharks,2,H,H_reg,1,"2016-12-31 - Sharks 2, Kings 3",Los Angeles Kings,60.0,-0.8611111111111072,-3.944444444444443,1.5152777777777757,-0.6388888888888857,-1.9444444444444429,0.8883333333333283,-0.6111111111111107,-0.25,-0.17583333333331552,-0.05555555555555536,0.25,-7.0161111111111225,-0.5472222222222203,-0.24333333333333496,-2.8558333333333437,-2.972222222222225,-2.0555555555555536,-0.41583333333335304,-3.25,-1.9722222222222232,-3.0205544029506655,-2.8055555555555562,-1.0555555555555554,-4.949722106961737,-0.33333333333333326,0.25,-13.935277777777777,-1.015805971183152,-5.841138473261296,0.2777777777777768,-0.08333333333333215,1.0308333333333408,0.6666666666666661,-0.16666666666666696,3.2166666666666828,0.25,-0.11111111111111105,9.491111111111117,2.6594444444444463,-1.771388888888879,1.5,-1.5555555555555536,3.4236111111111,1.25,1.0277777777777786,0.40972222222223564,0.08333333333333337,0.02777777777777779,0.9258333333333368,0.32222222222222197,0.7094444444444292,-0.566111111111109,-1.0419444444444252,-0.016083333333333116,-2.0
558,2016020559,2017-01-01,Maple Leafs,5,Red Wings,4,H,H_reg,1,"2017-01-01 - Red Wings 4, Maple Leafs 5",Toronto Maple Leafs,63.666666666667005,10.663492063492065,6.634920634920633,1.6604761904761745,8.357142857142854,3.8999999999999986,2.6613968253968423,5.111111111111111,2.156349206349205,2.3704761904761824,0.5809523809523807,-0.14761904761904798,8.559817460317454,0.6236349206349208,0.10456349206349236,4.99017460317458,7.9674603174603185,1.2222222222222214,5.811246031746023,2.852380952380951,-0.15158730158730194,6.436239280774558,1.8198412698412696,-0.5595238095238093,6.631539801093325,0.46269841269841283,-0.1865079365079365,9.110952380952376,2.7468694137671665,4.5066623322645825,5.115079365079364,1.3738095238095216,5.1082698412698235,3.3198412698412696,1.0785714285714292,6.446396825396825,0.07777777777777783,0.13809523809523805,-0.5687777777777825,-0.32711904761904975,-2.5870634920634927,2.2285714285714278,3.9984126984127,-1.586269841269818,0.08492063492063551,1.3738095238095234,-4.074277777777773,0.06746031746031744,-0.0444444444444444,2.1376587301587335,0.5209761904761909,-0.014753968253970129,1.214555555555556,1.2659682539682677,0.024845238095237976,2.734920634920636
559,2016020560,2017-01-01,Capitals,2,Senators,1,H,H_reg,1,"2017-01-01 - Senators 1, Capitals 2",Washington Capitals,60.0,4.789682539682545,-7.9992063492063465,5.524158730158717,3.9841269841269877,-2.7238095238095212,3.966642857142837,1.7126984126984155,-2.4134920634920647,3.452087301587312,0.24285714285714288,-0.553174603174603,3.1600238095237927,0.23742063492063537,0.20659523809523828,1.0477380952380742,2.926190476190474,-2.065873015873013,5.577769841269848,0.061904761904761685,0.6801587301587304,-0.5169353224000659,-0.12301587301587347,0.6761904761904765,-1.350372897319339,0.31825396825396823,0.2055555555555555,3.511753968253977,5.98384560424336,1.972868681470942,2.864285714285714,-2.746031746031747,10.176523809523822,1.867460317460317,-0.2333333333333334,8.566341269841274,0.04603174603174598,-0.4880952380952381,10.608841269841278,-2.117912698412699,5.577968253968251,2.365079365079364,-4.606349206349208,6.300134920634925,0.2793650793650784,-2.8317460317460323,5.676674603174611,-0.06746031746031744,-0.27142857142857146,4.457674603174603,-0.6780396825396808,2.2048809523809467,0.3563571428571404,1.641817460317455,0.020188095238095394,-5.275396825396825
560,2016020561,2017-01-01,Ducks,4,Flyers,3,H,H_reg,1,"2017-01-01 - Flyers 3, Ducks 4",Anaheim Ducks,65.0,-5.868421052631582,-1.2105263157894797,-2.080526315789477,-3.44736842105263,0.6842105263157947,-2.4289473684210563,-1.3947368421052637,-0.02631578947368496,-1.0034210526315732,-0.18421052631578938,-0.2105263157894739,1.298421052631582,0.14631578947368462,0.04552631578947297,1.0884210526315599,3.0,1.3421052631578938,1.4239473684210324,1.8421052631578938,1.3421052631578938,1.268946276479575,1.8684210526315796,1.0,4.037631469753215,0.21052631578947367,0.05263157894736836,3.5963157894736852,-0.21557815986349738,4.415815395721225,1.1578947368421062,0.0,1.520789473684225,0.5526315789473681,-0.18421052631578938,1.4518421052631538,0.02631578947368418,-0.31578947368421056,7.807105263157894,-0.5428947368421042,5.776578947368407,-6.7368421052631575,-1.2894736842105239,-5.467631578947369,-3.473684210526315,-0.8684210526315788,-4.704999999999991,-0.3684210526315789,0.026315789473684292,-13.311578947368425,-1.852631578947368,-0.29368421052633664,-0.1302631578947384,1.1923684210526346,0.010605263157894895,-1.8947368421052637
561,2016020562,2017-01-02,Blues,4,Blackhawks,1,H,H_reg,1,"2017-01-02 - Blackhawks 1, Blues 4",St Louis Blues,60.0,-2.6091476091476125,-3.2245322245322257,0.32569646569646693,0.3069993069993018,-3.3762993762993787,2.5088080388080485,-0.597366597366598,-3.476784476784477,2.5713929313929285,0.06583506583506571,0.5613305613305615,-2.373963963963952,-0.04428274428274337,-0.23173943173943146,1.7393416493416396,0.7359667359667341,-0.6756756756756772,1.411815661815659,-0.1351351351351351,-1.388773388773389,2.7369220129801093,-0.37006237006236997,-1.1108801108801112,0.6965764701823005,-0.34788634788634787,0.36936936936936937,-19.75176022176023,-4.815091092435228,-6.417517052828799,0.8711018711018728,0.7130977130977136,0.24328482328482437,1.0970200970200965,1.3610533610533606,-1.6308593208593365,0.36036036036036034,0.3236313236313237,5.170589050589044,1.9627102255004498,-3.2424878724878994,-1.9882189882189891,-2.519057519057519,0.8455647955647905,-1.568260568260568,-3.9521829521829535,5.712612612612617,0.026334026334026317,-0.18711018711018707,1.917387387387393,0.6410048510048507,1.0931115731115568,0.23189189189189108,-2.7968537768538084,-0.025695079695079448,0.15176715176715128
562,2016020563,2017-01-02,Devils,3,Bruins,0,H,H_reg,1,"2017-01-02 - Bruins 0, Devils 3",New Jersey Devils,60.0,-13.185031185031185,3.96812196812197,-7.260187110187111,-8.71101871101871,4.768537768537769,-7.518433818433813,-6.062370062370064,4.580041580041581,-8.55162162162162,-0.14137214137214116,0.6424116424116426,-9.462557172557176,-0.4555232155232152,0.2847678447678441,-6.26970200970198,-5.9785169785169785,2.2002772002772026,-7.4365557865558145,-0.9722799722799724,0.6361746361746352,-3.1068595854073067,-0.5731115731115732,0.7193347193347188,-3.726195314050088,-0.04019404019404016,0.1503811503811503,-8.423762993762992,2.298751501357488,-1.0807681333741215,-5.006237006237004,1.5641025641025639,-10.058066528066533,-2.056826056826057,1.8898128898128892,-11.535294525294525,-0.09909909909909909,0.20235620235620233,-11.756500346500339,3.005710325710326,1.1852390852390897,-5.781704781704782,1.844074844074843,-6.679819819819826,-2.6936936936936924,2.312543312543312,-9.441552321552322,-0.0034650034650034467,0.2612612612612613,-7.956888426888426,0.1044421344421349,-1.3064033264033412,1.3551351351351366,-0.38851004851004234,0.009740124740124978,-0.8004158004158004
563,2016020564,2017-01-02,Canucks,3,Avalanche,2,H,H_reg,1,"2017-01-02 - Avalanche 2, Canucks 3",Vancouver Canucks,60.0,0.19005847953216914,-3.5204678362573034,1.5856432748538083,-0.2149122807017534,-1.3421052631578974,0.6658040935672389,-0.38450292397660846,-1.520467836257307,0.7573099415204751,0.3128654970760234,-0.38742690058479523,3.7695760233918065,0.15622807017543838,0.1502923976608188,0.8240935672514595,3.9122807017543835,3.511695906432749,0.5959356725146421,1.9371345029239766,1.6198830409356741,2.586431595933135,1.5657894736842106,1.3742690058479532,3.030760118657625,0.2543859649122806,0.09502923976608191,8.28899122807018,-0.9406852568870221,3.1541355492846748,1.9751461988304104,1.8918128654970747,-0.30953216374266646,0.6125730994152052,1.1418128654970765,-2.2974561403508673,0.10818713450292405,-0.4780701754385964,10.258464912280708,0.8351461988304099,6.760087719298241,-2.9634502923976633,-5.413742690058481,2.3458771929824564,-2.5233918128654977,-4.260233918128655,3.466461988304083,-0.07456140350877194,-0.05409356725146203,2.948347953216377,0.43194444444444446,0.1321052631579107,1.1814619883040933,0.8093859649122948,0.019923976608187455,-2.178362573099415
564,2016020565,2017-01-03,Rangers,1,Sabres,4,H,A_reg,0,"2017-01-03 - Sabres 4, Rangers 1",New York Rangers,60.0,0.5940170940170901,-1.3205128205128247,1.0292948717948676,0.7414529914529879,-4.29059829059829,3.055705128205119,-0.2948717948717956,-3.510683760683758,2.6938034188034123,1.2713675213675213,-0.20512820512820484,15.389807692307684,0.42491452991452894,-0.20076923076923103,5.582435897435879,3.166666666666668,2.014957264957264,1.4376068376068574,2.1517094017094003,0.4401709401709404,3.6697008547008565,0.632478632478632,0.8247863247863254,0.22025641025639686,0.8760683760683761,-0.41239316239316226,21.677884615384627,7.478354700854705,6.950491452991471,1.0149572649572658,1.5747863247863236,-0.9895085470085405,0.4038461538461542,-0.10470085470085433,1.2988888888888752,0.16025641025641024,0.08119658119658113,2.500170940170939,-0.008632478632479845,-4.109401709401709,-2.2179487179487154,-3.6410256410256423,1.0277991452991628,-1.4017094017094003,-4.532051282051281,5.061773504273496,0.1901709401709402,0.0747863247863248,3.952905982905982,2.378461538461538,-1.3121794871794776,4.322521367521365,-0.34598290598285075,0.03961538461538461,2.97008547008547
565,2016020566,2017-01-03,Capitals,6,Maple Leafs,5,H,H_reg,1,"2017-01-03 - Maple Leafs 5, Capitals 6",Washington Capitals,60.366666666667,-4.416666666666671,-9.527777777777779,2.386388888888888,-4.361111111111114,-6.472222222222221,1.3444444444444272,-3.2500000000000036,-4.75,1.48333333333332,-0.25,-0.666666666666667,5.964444444444439,-0.42611111111111066,-0.07500000000000018,-2.603611111111121,-5.444444444444443,-2.6944444444444464,-1.1594444444444463,-2.277777777777777,0.6111111111111107,-6.124722222222246,-1.916666666666667,0.1388888888888875,-5.281666666666659,-0.2777777777777777,0.08333333333333326,-2.037222222222219,0.36833333333332874,-0.25638888888886413,-3.1666666666666643,-3.305555555555557,2.4508333333333425,-2.3611111111111107,-2.3055555555555554,3.620277777777787,-0.19444444444444453,-0.5555555555555556,9.953611111111108,-1.4436111111111112,6.726111111111109,1.8333333333333321,-5.555555555555557,6.833055555555553,1.1388888888888893,-2.416666666666666,8.400555555555542,0.19444444444444448,-0.19444444444444448,12.685277777777785,1.3724999999999992,1.4841666666666669,-0.3319444444444457,1.4197222222222479,0.010888888888889392,-3.0555555555555554
566,2016020567,2017-01-03,Hurricanes,1,Devils,3,H,A_reg,0,"2017-01-03 - Devils 3, Hurricanes 1",Carolina Hurricanes,60.0,7.624269005847957,-3.0570175438596507,4.712061403508777,3.4766081871345023,-3.8450292397660846,4.10159356725147,2.1798245614035103,-4.108187134502927,5.084356725146215,0.2923976608187133,-0.33625730994152025,6.713070175438602,0.21425438596491286,-0.2886549707602337,3.728669590643271,3.1871345029239784,-1.5394736842105274,6.063903508771936,1.0599415204678362,-0.533625730994153,2.5171064764262,0.2967836257309946,-1.0540935672514626,1.840219419572449,0.23684210526315796,-0.03362573099415189,10.083625730994136,2.958084357818908,0.31792441411093364,2.1271929824561404,-1.0058479532163744,7.643391812865481,0.5774853801169595,-1.8991228070175437,10.194298245614029,0.14181286549707595,-0.36549707602339176,22.09542397660818,1.6212865497076017,2.0332281356820516,2.3143274853801152,-2.9020467836257318,4.57317251461987,1.162280701754387,-1.200292397660819,3.9447368421052644,-0.08771929824561403,0.08771929824561397,-5.164473684210527,-1.0310964912280702,-1.2009210526315854,0.28087719298245517,-0.44194444444444514,-0.0015423976608194279,0.788011695906432
567,2016020568,2017-01-03,Blue Jackets,3,Oilers,1,H,H_reg,1,"2017-01-03 - Oilers 1, Blue Jackets 3",Columbus Blue Jackets,60.0,-3.4353383458646576,1.8203007518796994,-2.392007518796987,-1.8819548872180434,1.2067669172932298,-1.925142857142859,-1.5939849624060152,-0.3112781954887218,-1.0024812030075267,0.6150375939849626,-0.5218045112781957,8.18817293233083,-0.037285714285715255,0.04766917293233108,-0.6577067669172862,-0.6015037593984935,0.1511278195488721,-0.08244360902255465,-0.018796992481203034,-0.41578947368421026,0.12544370261753812,-0.3195488721804498,-0.8969924812030072,1.284699257479808,0.03233082706766921,-0.40977443609022557,2.7693233082706783,0.5723480865505444,2.4657496578103633,-0.5827067669172923,0.5669172932330824,-1.2420451127819803,-1.1345864661654135,-1.473684210526315,1.3098345864661738,0.22556390977443608,0.012030075187969946,2.4586541353383424,4.5145991914613415,-0.6975263157894744,-3.109022556390979,1.5270676691729328,-5.014721804511275,-0.3218045112781951,1.9541353383458642,-4.390548872180439,0.3789473684210527,-0.07368421052631574,7.9135263157894755,3.1551127819548856,0.4553759398496169,2.321721804511279,1.774496240601465,0.040970676691728825,0.6135338345864678
568,2016020569,2017-01-03,Lightning,4,Jets,6,H,A_reg,0,"2017-01-03 - Jets 6, Lightning 4",Tampa Bay Lightning,60.0,2.4898785425101266,-1.9183535762483146,2.1168960863697777,2.3663967611336076,-0.1828609986504688,1.8675775978407572,1.5863697705802977,-0.02496626180836614,1.700276653171393,0.22604588394062075,-0.26383265856950056,0.9102834008097176,-0.03580296896086432,-0.07188933873144476,0.5998178137651635,0.6140350877192979,0.22267206477733126,0.37496626180835335,-0.7165991902834019,0.5404858299595148,-2.326673414305006,-0.7085020242914979,0.5829959514170033,-3.725721997300944,0.03981106612685559,-0.2780026990553306,3.469136302294217,2.2052159244264473,5.623947368421028,1.3306342780026998,-0.31781376518218707,2.451369770580307,1.2800269905533064,0.33738191632928416,1.915998650472325,0.22537112010796223,-0.10796221322537114,5.083306342780034,1.59681511470985,2.0195748987854074,3.0033738191632935,-0.33265856950067274,3.107476383265862,1.283400809716598,-0.4278002699055321,3.5870377867746157,-0.03913630229419701,0.11943319838056687,-3.986727395411606,-0.42187584345479046,-1.333326585695005,0.1971592442645118,0.9555802968961018,0.011568825910931224,-1.7354925775978405
