,game_id,date,home,home_goals,away,away_goals,hoa,result,result_bool,Game,Team,TOI,CF_avg,CA_avg,CF%_avg,FF_avg,FA_avg,FF%_avg,SF_avg,SA_avg,SF%_avg,GF_avg,GA_avg,GF%_avg,xGF_avg,xGA_avg,xGF%_avg,SCF_avg,SCA_avg,SCF%_avg,HDCF_avg,HDCA_avg,HDCF%_avg,HDSF_avg,HDSA_avg,HDSF%_avg,HDGF_avg,HDGA_avg,HDGF%_avg,HDSH%_avg,HDSV%_avg,MDCF_avg,MDCA_avg,MDCF%_avg,MDSF_avg,MDSA_avg,MDSF%_avg,MDGF_avg,MDGA_avg,MDGF%_avg,MDSH%_avg,MDSV%_avg,LDCF_avg,LDCA_avg,LDCF%_avg,LDSF_avg,LDSA_avg,LDSF%_avg,LDGF_avg,LDGA_avg,LDGF%_avg,LDSH%_avg,LDSV%_avg,SH%_avg,SV%_avg,PDO_avg,blocks_avg
148,2016020149,2016-11-03,Capitals,4,Jets,3,H,H_reg,1,"2016-11-03 - Jets 3, Capitals 4",Washington Capitals,63.35,0.055555555555557135,-6.333333333333336,3.3255555555555674,0.5444444444444443,-5.322222222222223,4.416444444444444,1.1444444444444422,-3.977777777777778,5.175888888888892,0.37777777777777777,-0.8999999999999999,14.446444444444445,0.05422222222222217,-0.5822222222222226,6.74155555555555,1.5333333333333314,-3.5111111111111093,4.653222222222226,-0.7444444444444454,-0.7333333333333343,1.4253333333333131,0.3222222222222211,-0.8666666666666663,4.9437777777777825,0.3666666666666667,-0.07777777777777772,10.481777777777772,4.192555555555558,4.833888888888907,2.2777777777777786,-2.7777777777777786,8.314666666666668,2.4333333333333336,-1.4333333333333327,13.689999999999984,0.1777777777777778,-0.34444444444444444,18.07477777777779,-3.2014444444444443,0.3287777777777876,0.7888888888888879,-1.5666666666666664,2.8514444444444393,-1.5,-1.7555555555555546,1.7313333333333176,-0.2777777777777778,-0.37777777777777777,2.5,-1.5492222222222225,2.4297777777777867,0.3773333333333344,2.731111111111119,0.03143333333333331,-1.011111111111111
149,2016020150,2016-11-03,Senators,1,Canucks,0,H,H_reg,1,"2016-11-03 - Canucks 0, Senators 1",Ottawa Senators,60.0,4.3444444444444414,6.62222222222222,-0.8911111111111083,5.688888888888883,2.8888888888888857,1.5321111111111136,4.966666666666669,1.7777777777777786,3.2875555555555565,1.2888888888888888,0.28888888888888875,20.440888888888892,0.44255555555555537,-0.41922222222222194,7.231888888888875,-0.10000000000000142,-1.9111111111111114,1.6657777777777696,1.2222222222222214,-1.855555555555556,4.816777777777773,0.5555555555555554,-3.0999999999999996,7.963555555555551,0.022222222222222365,-0.6888888888888889,6.62855555555555,-3.5414444444444424,-0.8002222222222173,-1.322222222222221,-0.05555555555555536,-0.7225555555555516,1.2888888888888896,-1.8666666666666663,11.686777777777785,0.4777777777777778,0.5888888888888888,3.1474444444444387,6.763888888888889,-9.322777777777773,4.899999999999999,6.577777777777779,-2.0572222222222223,3.6333333333333346,6.777777777777779,-5.806666666666672,0.5666666666666667,0.5888888888888888,4.444444444444443,3.498777777777777,-4.522333333333336,2.458333333333335,-1.4052222222222355,0.010288888888888792,3.7333333333333325
150,2016020151,2016-11-03,Lightning,3,Bruins,4,H,A_SO,0,"2016-11-03 - Bruins 4, Lightning 3",Tampa Bay Lightning,65.0,2.12222222222222,-5.8444444444444414,4.077111111111115,2.188888888888883,-1.8444444444444414,2.914888888888896,2.4888888888888907,-0.3000000000000007,3.1254444444444474,0.9777777777777779,0.3333333333333335,-4.323333333333338,0.18011111111111155,-0.25933333333333364,5.1125555555555735,3.855555555555558,0.33333333333333215,4.439888888888888,2.5999999999999996,0.16666666666666607,7.692777777777778,2.0,0.6999999999999993,6.306555555555555,0.6777777777777776,0.26666666666666683,13.032555555555568,7.355888888888886,-3.406000000000006,1.2555555555555546,0.16666666666666607,3.3684444444444495,0.8777777777777773,0.7444444444444454,-2.1765555555555522,0.3555555555555556,-0.0888888888888888,11.963333333333338,1.5331111111111104,3.166666666666657,-1.1999999999999993,-5.766666666666669,3.3859999999999957,0.4666666666666668,-2.144444444444444,4.388777777777783,0.05555555555555558,-0.0444444444444444,0.0,1.068666666666667,-1.2180000000000035,2.6560000000000015,-1.8476666666666688,0.008244444444444499,-4.0
151,2016020152,2016-11-03,Panthers,4,Devils,3,H,H_reg,1,"2016-11-03 - Devils 3, Panthers 4",Florida Panthers,64.266666666667,12.700000000000003,-10.325000000000003,11.335000000000008,8.600000000000001,-8.149999999999999,10.262249999999995,1.6750000000000007,-4.449999999999999,5.121249999999996,0.3500000000000001,0.3999999999999999,-3.5685000000000002,0.73725,-0.7922499999999997,16.9825,5.75,-4.800000000000001,11.699000000000005,2.0749999999999993,-1.5749999999999993,11.490250000000003,0.7999999999999998,-1.1500000000000004,8.916500000000013,-0.02499999999999991,0.32499999999999996,-5.332999999999998,-1.4800000000000004,-4.386499999999998,3.6750000000000007,-3.2249999999999996,13.167249999999996,0.7750000000000004,-3.075,11.293749999999982,0.925,0.07499999999999996,37.083,10.087500000000002,-7.124499999999998,4.0,-5.5,9.169249999999991,-0.3000000000000007,-0.375,-0.5655000000000001,-0.55,0.0,-32.5,-4.16175,-0.7832500000000095,1.0112500000000004,-2.6297500000000156,-0.01629999999999998,-2.1750000000000007
152,2016020153,2016-11-03,Blackhawks,4,Avalanche,0,H,H_reg,1,"2016-11-03 - Avalanche 0, Blackhawks 4",Chicago Blackhawks,60.0,4.950000000000003,-3.3999999999999986,4.031250000000007,0.07500000000000284,0.17499999999999716,-0.27324999999999733,-0.14999999999999858,0.625,-0.5879999999999939,1.0,-0.2999999999999998,18.187749999999994,0.6587500000000004,0.8424999999999998,-0.31825000000000614,7.375,3.1999999999999993,3.40175,2.9250000000000007,2.7750000000000004,1.2714948132780037,3.1500000000000004,1.75,5.7309994813278,1.0750000000000002,0.42500000000000004,19.125749999999996,7.313626870324189,-2.5581268703241875,4.449999999999999,0.4250000000000007,5.96050000000001,0.2999999999999998,-0.7750000000000004,2.798249999999996,-0.125,-0.775,23.332499999999996,-3.7395000000000014,9.564000000000007,-0.3000000000000007,-4.399999999999999,4.3017500000000055,-2.375,-0.025000000000000355,-3.2424999999999926,0.050000000000000044,-0.050000000000000044,8.332999999999991,0.8792500000000008,-0.23699999999999477,3.4617500000000003,0.610500000000016,0.040775000000000006,-3.5749999999999993
153,2016020154,2016-11-03,Stars,6,Blues,2,H,H_reg,1,"2016-11-03 - Blues 2, Stars 6",Dallas Stars,60.0,5.25555555555556,8.833333333333336,-1.1255555555555432,3.24444444444444,6.4666666666666615,-1.5741111111111152,0.08888888888888857,3.6000000000000014,-2.703111111111113,0.022222222222222143,0.7222222222222223,-10.014888888888883,0.08855555555555572,0.38244444444444436,-1.9116666666666546,0.7111111111111121,2.022222222222222,-0.4051111111111254,0.5333333333333332,0.06666666666666643,1.4082222222222143,-0.7666666666666666,-1.5666666666666673,2.6514444444444365,-0.30000000000000004,0.15555555555555567,-0.5548888888888825,-0.599111111111112,-7.606222222222215,0.17777777777777715,1.9555555555555557,-2.109444444444449,-1.7444444444444454,-0.1888888888888891,-4.941444444444443,0.0444444444444444,0.0888888888888888,-2.5930000000000035,2.8562222222222218,-2.932333333333318,4.144444444444442,4.055555555555557,0.43111111111110745,3.2444444444444454,4.300000000000001,-1.1417777777777758,0.37777777777777777,0.4777777777777778,4.630000000000003,3.070444444444444,-3.8801111111111197,1.1865555555555574,-2.045222222222222,-0.008677777777777673,2.3666666666666654
154,2016020155,2016-11-03,Coyotes,3,Predators,2,H,H_reg,1,"2016-11-03 - Predators 2, Coyotes 3",Arizona Coyotes,65.0,-1.6666666666666714,2.1111111111111143,-1.5533333333333275,-0.44444444444444287,1.8888888888888928,-1.5422222222222217,-0.8888888888888893,2.3333333333333286,-2.7788888888888863,0.3333333333333335,0.6666666666666665,-1.5722222222222157,-0.5177777777777779,-0.0011111111111108407,-4.988888888888901,-3.7777777777777786,1.6666666666666679,-5.933333333333337,-1.8888888888888893,3.4444444444444446,-9.187773167358223,-2.0,1.8888888888888884,-9.05888842784693,-0.2222222222222221,-0.3333333333333335,3.016666666666673,-2.3510016625103916,11.955446106954852,-1.8888888888888875,-1.7777777777777768,-1.5233333333333334,-1.2222222222222223,-1.1111111111111107,3.7988888888888965,0.3333333333333333,0.6666666666666667,-10.0,5.326666666666667,-8.54888888888891,0.11111111111111072,0.33333333333333215,0.9066666666666805,1.666666666666666,1.6666666666666679,0.08222222222222086,0.2222222222222222,0.33333333333333337,3.703333333333326,1.282222222222222,-0.4911111111111097,1.6288888888888877,-0.5833333333333428,0.010444444444444145,0.2222222222222232
155,2016020156,2016-11-03,Kings,3,Penguins,2,H,H_reg,1,"2016-11-03 - Penguins 2, Kings 3",Los Angeles Kings,62.616666666667,6.400000000000006,-11.600000000000001,7.794000000000011,2.799999999999997,-8.600000000000001,6.8770000000000024,-0.3999999999999986,-8.399999999999999,6.725999999999999,-1.0,0.20000000000000018,-16.796,-0.6839999999999997,-0.7909999999999999,2.314,-1.8999999999999986,-5.0,3.386000000000003,-3.0999999999999996,-3.200000000000001,0.43300000000000693,-3.5,-2.7,-2.514000000000003,-0.9,-0.20000000000000018,-16.334000000000003,-8.833000000000002,-2.176000000000002,1.1999999999999993,-1.799999999999999,5.549000000000007,-0.1999999999999993,-3.5999999999999996,12.824000000000005,-0.09999999999999998,0.09999999999999998,5.832999999999998,-3.118999999999999,-4.490000000000009,6.399999999999999,-4.100000000000001,10.388000000000005,3.799999999999999,-1.5999999999999996,9.855000000000004,0.0,0.2,-6.6669999999999945,-0.7300000000000004,-2.2889999999999873,-4.001999999999997,-3.5019999999999953,-0.07479999999999998,-3.0
156,2016020157,2016-11-03,Sharks,2,Flames,3,H,A_reg,0,"2016-11-03 - Flames 3, Sharks 2",San Jose Sharks,60.0,10.590909090909093,-1.9272727272727295,5.293090909090921,5.227272727272727,-3.345454545454544,5.237000000000002,2.854545454545452,-3.663636363636364,5.7638181818181735,-0.31818181818181834,-1.1454545454545455,7.249090909090917,0.7865454545454549,-0.5568181818181817,12.91354545454545,6.881818181818183,-1.9363636363636374,7.496818181818178,4.136363636363637,-1.6090909090909076,11.994181818181815,2.0636363636363626,-2.045454545454545,11.27872727272728,0.4181818181818182,-0.9545454545454546,7.5909090909090935,5.782454545454547,1.8253636363636332,2.7454545454545443,-0.32727272727272627,2.860545454545459,0.12727272727272787,-1.6818181818181817,7.927090909090907,-0.21818181818181825,-0.43636363636363634,14.545454545454547,-1.9281818181818178,7.50090909090909,1.0,-2.4454545454545453,3.8048181818181774,-0.5545454545454547,-0.336363636363636,0.1542727272727049,-0.6181818181818182,0.23636363636363633,-37.727272727272734,-5.207363636363636,-2.103090909090909,-2.020727272727271,3.2566363636363462,0.012309090909090714,1.4181818181818198
157,2016020158,2016-11-04,Blue Jackets,10,Canadiens,0,H,H_reg,1,"2016-11-04 - Canadiens 0, Blue Jackets 10",Columbus Blue Jackets,60.0,2.25,2.825000000000003,0.12724999999999653,0.9750000000000014,4.450000000000003,-1.6262499999999989,-1.3000000000000007,1.5249999999999986,-2.458749999999995,-0.7749999999999999,1.075,-17.185750000000006,0.48199999999999976,1.0892499999999998,-5.361750000000001,7.524999999999999,5.125,2.1070000000000064,2.7750000000000004,2.4749999999999996,-1.2750000000000057,1.2750000000000004,1.0749999999999993,-3.150750000000002,-0.3500000000000001,0.6,-7.381250000000001,-11.1825,0.16825000000000045,4.75,2.6500000000000004,3.1060000000000016,0.2999999999999998,0.6749999999999998,-2.503249999999994,-0.050000000000000044,-0.04999999999999999,-2.0832499999999925,-1.35675,1.5232500000000044,-3.25,-1.0749999999999993,-2.8742499999999964,-2.7750000000000004,0.07499999999999929,-6.902000000000008,-0.275,0.4,-20.833750000000002,-0.9115000000000002,-2.572499999999991,-2.5512499999999996,-2.5827500000000043,-0.05127499999999996,-1.625
158,2016020159,2016-11-04,Red Wings,3,Jets,5,H,A_reg,0,"2016-11-04 - Jets 5, Red Wings 3",Detroit Red Wings,60.0,-7.0,1.818181818181813,-3.8200000000000003,-4.36363636363636,1.3636363636363598,-3.261818181818178,-2.81818181818182,1.9090909090909065,-3.787272727272736,0.2727272727272725,-0.4545454545454546,5.341818181818184,-0.4127272727272726,-0.1863636363636365,-3.0027272727272774,-1.0,1.09090909090909,-2.491818181818182,-1.09090909090909,0.2727272727272734,-3.5909090909090864,-0.3636363636363633,0.8181818181818183,-5.294545454545464,0.0,-0.09090909090909105,5.000909090909104,0.5318181818181849,3.789090909090916,0.09090909090908994,0.8181818181818166,-0.8081818181818221,0.45454545454545503,0.3636363636363642,1.1609090909090867,0.09090909090909094,-0.18181818181818188,8.182727272727277,-0.029090909090907502,3.7154545454545485,-3.90909090909091,1.6363636363636367,-4.99909090909091,-2.6363636363636367,0.7272727272727266,-5.276363636363648,0.09090909090909088,-0.09090909090909094,11.363636363636367,1.5345454545454547,1.585454545454553,1.0236363636363652,2.3527272727272646,0.033818181818181525,0.45454545454545325
159,2016020160,2016-11-04,Ducks,5,Coyotes,1,H,H_reg,1,"2016-11-04 - Coyotes 1, Ducks 5",Anaheim Ducks,60.0,-1.4363636363636303,-10.281818181818174,3.346181818181819,0.3181818181818201,-7.5727272727272705,3.902454545454539,-0.3000000000000007,-5.100000000000001,3.7123636363636336,-0.5363636363636362,-1.1545454545454548,1.7633636363636356,0.7112727272727271,-0.2609090909090912,8.95454545454546,2.781818181818185,-2.1545454545454525,5.692181818181815,3.163636363636364,-1.1363636363636367,9.573268577895128,2.7636363636363637,-0.3000000000000007,11.060726857789511,-0.3272727272727274,0.20909090909090922,-19.351636363636366,-7.818371231013371,-5.819537859895718,-0.38181818181818095,-1.0181818181818176,3.5336363636363686,-0.9818181818181815,0.31818181818181834,-5.318272727272728,-0.15454545454545454,-0.8181818181818181,22.636363636363633,-0.3979090909090903,10.191545454545462,-2.5363636363636353,-6.354545454545452,2.2496363636363554,-2.3090909090909086,-4.545454545454545,4.266545454545465,-0.054545454545454564,-0.6363636363636364,22.575454545454548,0.281545454545455,2.6862727272727085,-1.2224545454545446,1.6365454545454554,0.003927272727272668,-2.709090909090909
160,2016020161,2016-11-05,Avalanche,1,Wild,0,H,H_reg,1,"2016-11-05 - Wild 0, Avalanche 1",Colorado Avalanche,60.0,0.8222222222222229,-0.23333333333333428,0.14788888888889318,1.7222222222222214,-1.3222222222222229,1.9031111111111159,3.2333333333333307,0.37777777777778,2.3301111111111084,-1.0777777777777775,1.011111111111111,-27.165555555555564,-0.2414444444444448,-0.21244444444444444,-1.4622222222222234,-4.399999999999999,-1.4111111111111114,-2.450222222222237,-2.31111111111111,-0.8333333333333339,-4.643995389580461,-1.4111111111111105,0.48888888888888893,-6.853221761180272,-0.8999999999999999,0.7555555555555555,-40.07411111111111,-7.5348905513992825,-10.288442781934066,-2.0888888888888886,-0.5777777777777793,-1.3613333333333344,0.5555555555555554,0.6444444444444448,2.1711111111111165,0.05555555555555558,0.28888888888888886,-15.462222222222216,2.655555555555557,-3.3742222222222296,2.9666666666666686,1.0777777777777793,0.9222222222222243,3.144444444444444,-0.31111111111111,5.57866666666667,-0.13333333333333341,-0.033333333333333326,0.0,-2.0934444444444456,0.3356666666666541,-5.009222222222224,-2.7838888888888818,-0.07811111111111102,1.0888888888888886
161,2016020162,2016-11-05,Bruins,2,Rangers,5,H,A_reg,0,"2016-11-05 - Rangers 5, Bruins 2",Boston Bruins,60.0,-3.5636363636363697,4.545454545454547,-4.032363636363641,-3.9272727272727295,4.009090909090908,-5.0489999999999995,-2.1545454545454525,3.3636363636363633,-5.212181818181811,-1.790909090909091,0.42727272727272725,-11.152636363636361,-1.1354545454545457,0.4749090909090907,-15.058636363636367,-7.890909090909091,1.0090909090909115,-9.041818181818186,-8.127272727272727,0.47272727272727266,-19.488272727272737,-5.218181818181819,0.4454545454545462,-18.440181818181813,-1.627272727272727,-0.25454545454545463,-21.657181818181826,-11.823545454545453,9.910090909090911,0.23636363636363633,0.536363636363637,-0.4541818181818158,0.9454545454545462,0.8454545454545457,2.386363636363633,-0.1454545454545454,0.36363636363636365,-10.60609090909091,-1.646454545454544,-4.914272727272731,3.9363636363636374,4.372727272727275,-0.17090909090908468,2.163636363636364,2.3545454545454554,-1.1098181818181914,0.15454545454545454,0.3181818181818182,-11.136363636363633,-0.8224545454545451,-1.8753636363636446,-5.347727272727273,0.22754545454543518,-0.05103636363636388,0.536363636363637
162,2016020163,2016-11-05,Maple Leafs,6,Canucks,3,H,H_reg,1,"2016-11-05 - Canucks 3, Maple Leafs 6",Toronto Maple Leafs,60.0,10.272727272727273,11.272727272727273,-0.6909090909090878,9.18181818181818,8.454545454545453,0.1545454545454703,7.0909090909090935,5.181818181818183,1.9363636363636232,1.3636363636363638,0.9090909090909092,15.742727272727272,0.709090909090909,0.3354545454545459,3.536363636363639,6.545454545454547,3.0,2.3118181818181753,3.454545454545455,1.0,6.660000000000011,2.0,0.2727272727272716,5.834545454545456,0.6363636363636365,-0.18181818181818188,22.381818181818183,3.6772727272727224,4.5709090909090975,3.0909090909090917,2.0,0.42909090909092384,2.000000000000001,0.9090909090909092,3.0072727272727278,0.5454545454545455,1.0,-8.333636363636373,5.333636363636364,-9.669999999999987,3.2727272727272734,6.272727272727273,-3.7836363636363615,3.454545454545455,3.3636363636363633,-3.5254545454545365,0.1818181818181818,0.2727272727272727,-4.54545454545455,1.2199999999999998,-2.6027272727272646,2.7736363636363652,-2.274545454545475,0.005090909090908813,2.81818181818182
163,2016020164,2016-11-05,Canadiens,5,Flyers,4,H,H_reg,1,"2016-11-05 - Flyers 4, Canadiens 5",Montreal Canadiens,60.0,-9.204545454545453,7.757575757575758,-7.111590909090907,-7.984848484848484,6.31818181818182,-8.063939393939414,-3.3863636363636367,5.3560606060606055,-6.613333333333337,-0.3257575757575757,-1.4924242424242427,19.313030303030295,-0.3456060606060598,0.19999999999999973,-4.535378787878791,-2.0530303030303045,3.621212121212121,-4.0834090909091,-1.287878787878789,1.6893939393939394,-5.800154972966176,-0.4772727272727275,1.1363636363636367,-2.7277276185087374,-0.3787878787878787,-0.3787878787878787,-2.0833333333333215,-1.0215214803899357,4.752354813723272,-0.7651515151515156,1.9318181818181817,-3.057727272727263,1.2954545454545459,0.7803030303030303,5.719999999999999,0.2272727272727273,-0.29545454545454547,21.02303030303031,1.8031818181818187,6.202727272727259,-5.5530303030303045,5.1969696969696955,-8.961439393939408,-3.454545454545455,3.4242424242424256,-11.372121212121208,-0.265151515151515,-0.8181818181818181,21.306818181818187,-0.7166666666666659,6.992196969696963,-0.1732575757575745,6.7023484848485,0.0652424242424241,1.4393939393939394
164,2016020165,2016-11-05,Senators,1,Sabres,2,H,A_reg,0,"2016-11-05 - Sabres 2, Senators 1",Ottawa Senators,60.0,4.0,3.5999999999999943,0.4089999999999989,2.8999999999999986,-2.3999999999999986,3.141999999999996,2.1999999999999993,-0.6999999999999993,2.6000000000000014,0.40000000000000036,0.30000000000000027,10.492000000000004,-0.12199999999999989,-0.6169999999999995,3.8159999999999883,1.8999999999999986,2.3999999999999986,-1.0490000000000066,-0.5,-1.9000000000000004,2.206000000000003,-0.9000000000000004,-2.000000000000001,3.192,-0.09999999999999987,-0.8,4.332999999999998,-3.917,5.11999999999999,2.4000000000000004,4.300000000000001,-4.116,1.7999999999999998,0.5,1.2870000000000061,-0.10000000000000009,0.6000000000000001,-20.167,-3.9250000000000007,-9.153999999999996,3.5,-0.09999999999999787,3.273999999999994,1.8000000000000007,0.6000000000000014,2.8969999999999914,0.49999999999999994,0.5,0.0,2.923999999999999,-4.242000000000004,-0.7249999999999996,-1.2150000000000034,-0.01959999999999995,6.000000000000002
165,2016020166,2016-11-05,Lightning,4,Devils,1,H,H_reg,1,"2016-11-05 - Devils 1, Lightning 4",Tampa Bay Lightning,60.0,10.121212121212118,-4.0,7.06878787878788,4.484848484848484,-3.767676767676768,5.19929292929293,1.3434343434343425,-1.4040404040404049,2.8518181818181745,0.8484848484848482,0.7777777777777777,-3.87838383838384,0.5166666666666662,-0.2863636363636366,8.474646464646462,5.98989898989899,-0.6969696969696955,6.902525252525258,3.5858585858585856,0.11111111111111072,9.09525252525252,2.262626262626263,0.737373737373737,5.746868686868702,0.505050505050505,0.5656565656565657,6.0268686868686885,3.1250505050505026,-3.4466666666666725,2.404040404040403,-0.808080808080808,6.355151515151512,-0.737373737373737,-1.0808080808080813,-2.512626262626277,0.46464646464646464,-0.0505050505050505,22.155252525252525,5.917171717171717,1.4129292929292916,2.2525252525252526,-3.3636363636363633,4.970505050505054,-0.3737373737373737,-1.3131313131313131,1.5420202020201899,-0.12121212121212122,0.19191919191919193,-13.383838383838388,-0.1837373737373733,-3.25151515151515,2.5611111111111136,-3.6159595959595947,-0.010565656565656556,-0.2323232323232336
166,2016020167,2016-11-05,Islanders,3,Oilers,4,H,A_SO,0,"2016-11-05 - Oilers 4, Islanders 3",New York Islanders,65.0,-0.18181818181817988,7.9090909090909065,-2.9072727272727263,-0.36363636363636687,3.18181818181818,-1.6081818181818122,-1.3636363636363633,0.5454545454545432,-1.3909090909090978,-0.36363636363636376,0.5454545454545454,-11.380909090909086,-0.2736363636363639,0.41000000000000014,-5.117272727272734,2.0,6.636363636363637,0.6481818181818184,0.09090909090909172,2.545454545454545,-6.01454922670689,0.09090909090908994,0.2727272727272716,-1.729091286307039,-0.7272727272727273,0.6363636363636365,-18.33454545454547,-3.832816821582405,-6.436274087508494,1.90909090909091,4.090909090909092,0.9781818181818167,0.09090909090909083,0.9090909090909083,1.7436363636363552,0.09090909090909094,0.18181818181818177,-5.303636363636379,-2.6306313645621184,2.540909090909082,-3.3636363636363633,0.6363636363636367,-3.1936363636363723,-2.3636363636363633,-1.454545454545455,-1.0163636363636428,0.27272727272727276,-0.09090909090909088,15.909090909090907,3.7290909090909103,-0.25909090909091503,-1.791818181818181,-1.202727272727273,-0.03018181818181842,4.727272727272727
167,2016020168,2016-11-05,Capitals,4,Panthers,2,H,H_reg,1,"2016-11-05 - Panthers 2, Capitals 4",Washington Capitals,60.0,0.03636363636363171,4.0909090909090935,-2.221181818181819,-2.5636363636363697,1.836363636363636,-2.7742727272727237,1.1272727272727252,-0.25454545454545396,1.5260909090909038,0.17272727272727284,-0.3545454545454545,10.630363636363633,0.05527272727272736,0.39672727272727215,-4.656727272727295,0.581818181818182,1.59090909090909,-2.6201818181818126,1.536363636363637,1.081818181818182,0.34027272727271907,2.1090909090909085,0.7636363636363637,4.01309090909092,0.7090909090909092,0.027272727272727337,19.196636363636358,7.225999999999999,3.8286363636363774,-0.9545454545454533,0.5090909090909079,-4.575636363636363,-0.8545454545454554,-0.5545454545454538,-2.5071818181818273,-0.6636363636363636,-0.12727272727272732,-16.514818181818164,-6.472454545454548,2.76045454545455,1.1545454545454525,1.2090909090909108,-0.08136363636363342,0.25454545454545574,-1.3454545454545457,3.2899090909090702,0.11818181818181817,-0.2545454545454545,23.181818181818183,1.2075454545454543,1.7211818181818188,0.19136363636363463,1.4170000000000016,0.016281818181818064,2.2545454545454557
168,2016020169,2016-11-05,Blues,2,Blue Jackets,1,H,H_reg,1,"2016-11-05 - Blue Jackets 1, Blues 2",St Louis Blues,64.28333333333299,-0.8282828282828305,-13.121212121212118,5.027272727272717,-0.5252525252525189,-10.838383838383841,5.925353535353544,0.4848484848484844,-7.212121212121211,6.443636363636365,-1.262626262626263,0.7070707070707072,-16.14939393939394,-0.21989898989899004,-0.9531313131313137,6.050101010101017,-4.151515151515149,-6.454545454545453,2.472424242424246,-2.050505050505052,-2.141414141414142,1.4025252525252512,-0.8888888888888893,-1.5858585858585847,3.6896969696969677,-0.6161616161616161,0.12121212121212133,-17.07616161616162,-2.6725252525252543,-4.601010101010104,-2.101010101010104,-4.313131313131313,4.199595959595953,0.42424242424242564,-0.1313131313131315,2.4825252525252566,-0.4343434343434343,0.595959595959596,-24.579797979797988,-3.7516161616161616,-7.2474747474747545,2.444444444444443,-6.494949494949495,8.106363636363646,0.6565656565656557,-5.333333333333334,10.467474747474746,-0.303030303030303,0.01010101010101011,-13.80434343434343,-3.008585858585858,-1.3861616161616155,-3.643131313131315,-4.531515151515151,-0.08169696969696993,-2.282828282828282
169,2016020170,2016-11-05,Predators,2,Hurricanes,3,H,A_SO,0,"2016-11-05 - Hurricanes 3, Predators 2",Nashville Predators,65.0,2.7333333333333343,10.766666666666666,-3.467111111111109,0.7777777777777786,7.166666666666664,-3.1594444444444463,2.333333333333332,3.9888888888888907,-0.7532222222222131,-0.1777777777777776,-0.45555555555555527,1.8368888888888861,0.9716666666666665,1.190222222222222,-1.3617777777777746,8.455555555555556,8.433333333333334,-7.162222222222212,4.422222222222222,2.7666666666666666,3.5396574458275794,3.9333333333333327,1.844444444444445,4.994999077916091,0.14444444444444438,0.9888888888888889,-20.889222222222223,-7.612107786090327,-12.464892213909678,4.033333333333333,5.666666666666666,-10.420333333333332,1.9666666666666677,2.322222222222222,-10.483555555555547,-0.37777777777777777,-0.37777777777777777,-3.703333333333333,-11.685111111111112,6.920771667798164,-1.5888888888888886,1.9888888888888907,-4.186444444444447,-2.822222222222221,-0.7777777777777786,-3.43333333333333,0.05555555555555558,-1.0666666666666669,18.05588888888889,1.3427777777777778,4.751222222222225,-1.8464444444444439,2.694444444444443,0.008555555555555872,3.5999999999999996
170,2016020171,2016-11-05,Stars,2,Blackhawks,3,H,A_reg,0,"2016-11-05 - Blackhawks 3, Stars 2",Dallas Stars,60.0,5.054545454545455,7.490909090909092,-0.682272727272732,6.43636363636363,2.509090909090908,3.1821818181818244,2.145454545454548,-2.0909090909090935,3.889454545454541,-0.9454545454545453,0.6454545454545455,-19.974999999999987,0.20063636363636306,-0.043909090909090676,2.0285454545454513,2.1000000000000014,2.6363636363636367,0.3096363636363577,1.581818181818182,-0.4090909090909083,6.342363636363629,-0.8909090909090915,-2.790909090909092,5.419909090909087,-1.1727272727272728,-0.13636363636363646,-22.348454545454537,-15.215818181818182,-4.2845454545454515,0.5181818181818176,3.045454545454545,-3.970000000000013,1.2999999999999998,0.5545454545454538,2.5130000000000052,-0.045454545454545414,0.8090909090909091,-26.51581818181819,-0.7984545454545451,-10.807999999999993,1.2818181818181849,1.6454545454545482,-0.442727272727268,1.3000000000000007,-1.081818181818182,4.488999999999997,0.17272727272727273,0.0636363636363636,1.591545454545468,0.4555454545454545,-1.823090909090908,-3.472272727272726,-3.1935454545454576,-0.06656363636363627,4.981818181818182
171,2016020172,2016-11-05,Kings,5,Flames,0,H,H_reg,1,"2016-11-05 - Flames 0, Kings 5",Los Angeles Kings,60.0,11.280303030303031,-8.128787878787882,8.556893939393944,6.477272727272727,-5.3712121212121176,7.108106060606055,1.8106060606060588,-4.068181818181817,5.145984848484844,-0.8333333333333335,-0.5075757575757573,-11.258863636363643,0.13651515151515214,-0.8791666666666669,9.366969696969697,5.371212121212121,-2.7121212121212146,7.501893939393938,0.3560606060606073,-3.2727272727272734,7.798030303030309,-0.8030303030303036,-3.045454545454546,5.776515151515142,-0.16666666666666674,-0.96969696969697,-1.665757575757567,-3.589545454545453,1.436742424242425,5.015151515151517,0.5606060606060606,6.3125,0.4696969696969697,-0.7878787878787872,4.880530303030312,-0.4621212121212121,0.41666666666666663,-15.909090909090907,-5.401363636363637,-3.494772727272732,3.992424242424242,-5.1969696969696955,8.899924242424241,1.121212121212121,-0.22727272727272663,2.4215151515151447,-0.20454545454545459,0.037878787878787845,-12.121212121212125,-1.5835606060606064,-0.21090909090909804,-3.9176515151515128,0.22318181818181415,-0.03686363636363632,-2.757575757575758
